lockfile,package,version,decision,reason,parents,advisory_ids,advisory_action
Cargo.lock,pkcs1,0.7.5,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,rsa@0.9.10,,No OSV match on audit date; not a safety guarantee
Cargo.lock,pkcs8,0.10.2,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,ed25519@2.2.3; elliptic-curve@0.13.8; pkcs1@0.7.5; rsa@0.9.10; sec1@0.7.3,,No OSV match on audit date; not a safety guarantee
Cargo.lock,pkg-config,0.3.33,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,aws-lc-sys@0.44.0; libsqlite3-sys@0.30.1; zstd-sys@2.0.16+zstd.1.5.7,,No OSV match on audit date; not a safety guarantee
Cargo.lock,plain,0.2.3,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,libredox@0.1.17,,No OSV match on audit date; not a safety guarantee
Cargo.lock,poly1305,0.8.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,chacha20poly1305@0.10.1,,No OSV match on audit date; not a safety guarantee
Cargo.lock,posthog-rs,0.24.0,Rewrite,"Replace only the event transport with a bounded queue and existing Reqwest/Tokio behind ProductAnalyticsSink. Preserve batching, retry limits, privacy and shutdown flush. This is a contained follow-up, not an immediate deletion.",scope-product-analytics@0.1.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,potential_utf,0.1.5,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,icu_collections@2.2.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,powerfmt,0.2.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,time@0.3.52,,No OSV match on audit date; not a safety guarantee
Cargo.lock,ppv-lite86,0.2.21,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,rand_chacha@0.3.1; rand_chacha@0.9.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,primeorder,0.13.6,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,p256@0.13.2; p384@0.13.1,,No OSV match on audit date; not a safety guarantee
Cargo.lock,proc-macro2,1.0.106,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,async-stream-impl@0.3.6; async-trait@0.1.89; aws-smithy-runtime-api-macros@1.1.0; curve25519-dalek-derive@0.1.1; darling_core@0.20.11; derive_builder_core@0.20.2; derive_more-impl@2.1.1; displaydoc@0.2.6; futures-macro@0.3.32; inherent@1.0.13; jni-macros@0.22.4; ouroboros_macro@0.18.5; proc-macro2-diagnostics@0.10.1; quote@1.0.46; ref-cast-impl@1.0.27; schemars_derive@1.2.2; sea-bae@0.2.2; sea-orm-macros@1.1.20; sea-query-derive@0.4.3; sea-schema-derive@0.3.0; serde_derive@1.0.228; serde_derive_internals@0.30.0; sqlx-macros-core@0.8.6; sqlx-macros@0.8.6; syn@2.0.118; syn@3.0.4; synstructure@0.13.2; thiserror-impl@2.0.18; tokio-macros@2.7.0; tracing-attributes@0.1.31; ts-rs-macros@12.0.1; wasm-bindgen-macro-support@0.2.126; windows-implement@0.60.2; windows-interface@0.59.3; yoke-derive@0.8.2; zerocopy-derive@0.8.52; zerofrom-derive@0.1.7; zeroize_derive@1.5.0; zerovec-derive@0.11.3,,No OSV match on audit date; not a safety guarantee
Cargo.lock,proc-macro2-diagnostics,0.10.1,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,ouroboros_macro@0.18.5,,No OSV match on audit date; not a safety guarantee
Cargo.lock,pulldown-cmark,0.13.4,Keep,Server-side Markdown parsing for domain attachment/reference rules. Use a standards parser rather than regex. The browser Markdown implementation cannot replace a Rust server parser.,scope-domain@0.1.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,quinn,0.11.11,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,reqwest@0.12.28; reqwest@0.13.4,,No OSV match on audit date; not a safety guarantee
Cargo.lock,quinn-proto,0.11.15,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,quinn@0.11.11,,No OSV match on audit date; not a safety guarantee
Cargo.lock,quinn-udp,0.5.14,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,quinn@0.11.11,,No OSV match on audit date; not a safety guarantee
Cargo.lock,quote,1.0.46,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,async-stream-impl@0.3.6; async-trait@0.1.89; aws-smithy-runtime-api-macros@1.1.0; curve25519-dalek-derive@0.1.1; darling_core@0.20.11; darling_macro@0.20.11; derive_builder_core@0.20.2; derive_more-impl@2.1.1; displaydoc@0.2.6; futures-macro@0.3.32; inherent@1.0.13; jni-macros@0.22.4; jni-sys-macros@0.4.1; ouroboros_macro@0.18.5; proc-macro2-diagnostics@0.10.1; ref-cast-impl@1.0.27; schemars_derive@1.2.2; sea-bae@0.2.2; sea-orm-macros@1.1.20; sea-query-derive@0.4.3; sea-schema-derive@0.3.0; serde_derive@1.0.228; serde_derive_internals@0.30.0; sqlx-macros-core@0.8.6; sqlx-macros@0.8.6; syn@2.0.118; syn@3.0.4; synstructure@0.13.2; thiserror-impl@2.0.18; tokio-macros@2.7.0; tracing-attributes@0.1.31; ts-rs-macros@12.0.1; wasm-bindgen-macro-support@0.2.126; wasm-bindgen-macro@0.2.126; windows-implement@0.60.2; windows-interface@0.59.3; yoke-derive@0.8.2; zerocopy-derive@0.8.52; zerofrom-derive@0.1.7; zeroize_derive@1.5.0; zerovec-derive@0.11.3,,No OSV match on audit date; not a safety guarantee
Cargo.lock,r-efi,5.3.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,getrandom@0.3.4,,No OSV match on audit date; not a safety guarantee
Cargo.lock,r-efi,6.0.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,getrandom@0.4.3,,No OSV match on audit date; not a safety guarantee
Cargo.lock,rand,0.8.6,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,jsonwebtoken@10.4.0; num-bigint-dig@0.8.6; sqlx-mysql@0.8.6; sqlx-postgres@0.8.6,,No OSV match on audit date; not a safety guarantee
Cargo.lock,rand,0.9.4,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,quinn-proto@0.11.15,,No OSV match on audit date; not a safety guarantee
Cargo.lock,rand_chacha,0.3.1,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,rand@0.8.6,,No OSV match on audit date; not a safety guarantee
Cargo.lock,rand_chacha,0.9.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,rand@0.9.4,,No OSV match on audit date; not a safety guarantee
Cargo.lock,rand_core,0.6.4,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,crypto-bigint@0.5.5; crypto-common@0.1.7; elliptic-curve@0.13.8; ff@0.13.1; group@0.13.0; rand@0.8.6; rand_chacha@0.3.1; rsa@0.9.10; signature@2.2.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,rand_core,0.9.5,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,rand@0.9.4; rand_chacha@0.9.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,redox_syscall,0.5.18,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,parking_lot_core@0.9.12,,No OSV match on audit date; not a safety guarantee
Cargo.lock,redox_syscall,0.8.1,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,libredox@0.1.17,,No OSV match on audit date; not a safety guarantee
Cargo.lock,ref-cast,1.0.27,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,schemars@1.2.2,,No OSV match on audit date; not a safety guarantee
Cargo.lock,ref-cast-impl,1.0.27,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,ref-cast@1.0.27,,No OSV match on audit date; not a safety guarantee
Cargo.lock,regex,1.13.1,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,posthog-rs@0.24.0; sea-orm-cli@1.1.20,,No OSV match on audit date; not a safety guarantee
Cargo.lock,regex-automata,0.4.16,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,matchers@0.2.0; regex@1.13.1; tracing-subscriber@0.3.23,,No OSV match on audit date; not a safety guarantee
Cargo.lock,regex-lite,0.1.9,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,aws-sdk-lambda@1.142.0; aws-sdk-s3@1.144.0; aws-sdk-sts@1.113.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,regex-syntax,0.8.11,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,regex-automata@0.4.16; regex@1.13.1,,No OSV match on audit date; not a safety guarantee
Cargo.lock,reqwest,0.12.28,Keep,"HTTP, streaming and blocking clients across services and CLI. Move to 0.13.5 in a focused migration; rustls-tls becomes rustls. This can unify the direct client with PostHog while that SDK remains.",api@0.1.0; scope-cache-service@0.1.0; scope-object-store@0.1.0; scope-repo-router@0.1.0; scope-runner-runtime@0.1.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,reqwest,0.13.4,Keep,"HTTP, streaming and blocking clients across services and CLI. Move to 0.13.5 in a focused migration; rustls-tls becomes rustls. This can unify the direct client with PostHog while that SDK remains.",posthog-rs@0.24.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,rfc6979,0.4.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,ecdsa@0.16.9,,No OSV match on audit date; not a safety guarantee
Cargo.lock,ring,0.17.14,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,quinn-proto@0.11.15; rustls-webpki@0.101.7; rustls-webpki@0.103.13; rustls@0.21.12; rustls@0.23.41; sct@0.7.1,,No OSV match on audit date; not a safety guarantee
Cargo.lock,rsa,0.9.10,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,jsonwebtoken@10.4.0; sqlx-mysql@0.8.6,RUSTSEC-2023-0071,Review affected use and update parent/lock
Cargo.lock,rust_decimal,1.42.1,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,sea-orm@1.1.20,,No OSV match on audit date; not a safety guarantee
Cargo.lock,rustc-hash,2.1.2,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,quinn-proto@0.11.15; quinn@0.11.11,,No OSV match on audit date; not a safety guarantee
Cargo.lock,rustc_version,0.4.1,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,aws-types@1.5.0; curve25519-dalek@4.1.3; derive_more-impl@2.1.1; jni-macros@0.22.4; simd_cesu8@1.2.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,rustix,1.1.4,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,tempfile@3.27.0; xattr@1.6.1,,No OSV match on audit date; not a safety guarantee
Cargo.lock,rustls,0.21.12,Delete via feature cleanup,Temporary-manifest Cargo tree experiment removes this version when AWS legacy rustls features are disabled. Build/integration validation still required.,aws-smithy-http-client@1.4.0; hyper-rustls@0.24.2; tokio-rustls@0.24.1,,No OSV match on audit date; not a safety guarantee
Cargo.lock,rustls,0.23.41,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,aws-smithy-http-client@1.4.0; hyper-rustls@0.27.9; quinn-proto@0.11.15; quinn@0.11.11; reqwest@0.12.28; reqwest@0.13.4; rustls-platform-verifier@0.7.0; sqlx-core@0.8.6; tokio-rustls@0.26.4,RUSTSEC-2026-0285,Review affected use and update parent/lock
Cargo.lock,rustls-native-certs,0.8.4,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,aws-smithy-http-client@1.4.0; hyper-rustls@0.27.9; rustls-platform-verifier@0.7.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,rustls-pki-types,1.15.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,aws-smithy-http-client@1.4.0; quinn-proto@0.11.15; reqwest@0.12.28; reqwest@0.13.4; rustls-native-certs@0.8.4; rustls-webpki@0.103.13; rustls@0.23.41; webpki-root-certs@1.0.9; webpki-roots@1.0.8,,No OSV match on audit date; not a safety guarantee
Cargo.lock,rustls-platform-verifier,0.7.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,reqwest@0.13.4,,No OSV match on audit date; not a safety guarantee
Cargo.lock,rustls-platform-verifier-android,0.1.1,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,rustls-platform-verifier@0.7.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,rustls-webpki,0.101.7,Delete via feature cleanup,Temporary-manifest Cargo tree experiment removes this version when AWS legacy rustls features are disabled. Build/integration validation still required.,rustls@0.21.12,GHSA-82j2-j2ch-gfr8; GHSA-965h-392x-2mh5; GHSA-xgp8-3hg3-c2mh; RUSTSEC-2026-0098; RUSTSEC-2026-0099; RUSTSEC-2026-0104,Review affected use and update parent/lock
Cargo.lock,rustls-webpki,0.103.13,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,rustls-platform-verifier@0.7.0; rustls@0.23.41,,No OSV match on audit date; not a safety guarantee
Cargo.lock,rustversion,1.0.22,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,arc-swap@1.9.2; wasm-bindgen@0.2.126,,No OSV match on audit date; not a safety guarantee
Cargo.lock,ryu,1.0.23,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,aws-smithy-types@1.6.2; serde_urlencoded@0.7.1; yaml_serde@0.10.4,,No OSV match on audit date; not a safety guarantee
Cargo.lock,same-file,1.0.6,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,walkdir@2.5.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,schannel,0.1.29,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,rustls-native-certs@0.8.4,,No OSV match on audit date; not a safety guarantee
Cargo.lock,schemars,1.2.2,Keep,Generates JSON Schema for runtime contract validation. Optional export feature keeps it out of ordinary production builds. ts-rs generates a different artifact.,api@0.1.0; scope-api-contract@0.1.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,schemars_derive,1.2.2,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,schemars@1.2.2,,No OSV match on audit date; not a safety guarantee
Cargo.lock,scopeguard,1.2.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,lock_api@0.4.14,,No OSV match on audit date; not a safety guarantee
Cargo.lock,sct,0.7.1,Delete via feature cleanup,Temporary-manifest Cargo tree experiment removes this version when AWS legacy rustls features are disabled. Build/integration validation still required.,rustls@0.21.12,,No OSV match on audit date; not a safety guarantee
Cargo.lock,sea-bae,0.2.2,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,sea-orm-macros@1.1.20,,No OSV match on audit date; not a safety guarantee
Cargo.lock,sea-orm,1.1.20,Keep,Extensive entity/query/transaction use. Move mock to dev-only feature activation and remove unused with-chrono after checks. Do not fund a broad SQLx rewrite just to reduce dependency count.,scope-postgres@0.1.0; sea-orm-migration@1.1.20,,No OSV match on audit date; not a safety guarantee
Cargo.lock,sea-orm-cli,1.1.20,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,sea-orm-migration@1.1.20,,No OSV match on audit date; not a safety guarantee
Cargo.lock,sea-orm-macros,1.1.20,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,sea-orm@1.1.20,,No OSV match on audit date; not a safety guarantee
Cargo.lock,sea-orm-migration,1.1.20,Keep,"Owns migration execution, with CLI defaults already disabled. Update together with SeaORM/SQLx after testing baseline, locks and recovery. Existing migrations should remain.",scope-postgres@0.1.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,sea-query,0.32.7,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,sea-orm@1.1.20; sea-query-binder@0.7.0; sea-schema@0.16.2,,No OSV match on audit date; not a safety guarantee
Cargo.lock,sea-query-binder,0.7.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,sea-orm@1.1.20; sea-schema@0.16.2,,No OSV match on audit date; not a safety guarantee
Cargo.lock,sea-query-derive,0.4.3,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,sea-query@0.32.7,,No OSV match on audit date; not a safety guarantee
Cargo.lock,sea-schema,0.16.2,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,sea-orm-cli@1.1.20; sea-orm-migration@1.1.20,,No OSV match on audit date; not a safety guarantee
Cargo.lock,sea-schema-derive,0.3.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,sea-schema@0.16.2,,No OSV match on audit date; not a safety guarantee
Cargo.lock,sec1,0.7.3,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,elliptic-curve@0.13.8,,No OSV match on audit date; not a safety guarantee
Cargo.lock,security-framework,3.7.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,rustls-native-certs@0.8.4; rustls-platform-verifier@0.7.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,security-framework-sys,2.17.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,rustls-platform-verifier@0.7.0; security-framework@3.7.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,semver,1.0.28,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,posthog-rs@0.24.0; rustc_version@0.4.1,,No OSV match on audit date; not a safety guarantee
Cargo.lock,serde,1.0.228,Keep,Shared typed serialization throughout the system. Routine patch update; replacing it would duplicate a central ecosystem contract.,api@0.1.0; aws-smithy-types@1.6.2; bigdecimal@0.4.10; chrono@0.4.45; ed25519-dalek@2.2.0; either@1.16.0; jsonwebtoken@10.4.0; mac_address@1.1.8; os_info@3.15.0; pgvector@0.4.2; posthog-rs@0.24.0; reqwest@0.12.28; reqwest@0.13.4; rust_decimal@1.42.1; schemars@1.2.2; scope-api-contract@0.1.0; scope-cache-contract@0.1.0; scope-cache-domain@0.1.0; scope-cache-service@0.1.0; scope-domain@0.1.0; scope-media-service@0.1.0; scope-media-storage@0.1.0; scope-media-worker@0.1.0; scope-postgres@0.1.0; scope-run-config@0.1.0; scope-runner-runtime@0.1.0; sea-orm@1.1.20; serde_json@1.0.150; serde_path_to_error@0.1.20; serde_urlencoded@0.7.1; smallvec@1.15.2; sqlx-core@0.8.6; sqlx-macros-core@0.8.6; sqlx-mysql@0.8.6; sqlx-postgres@0.8.6; sqlx-sqlite@0.8.6; url@2.5.8; wasm-bindgen@0.2.126; worker@0.1.0; yaml_serde@0.10.4,,No OSV match on audit date; not a safety guarantee
Cargo.lock,serde_core,1.0.228,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,axum@0.8.9; bitflags@2.13.0; deranged@0.5.8; pem@3.0.6; serde@1.0.228; serde_json@1.0.150; serde_path_to_error@0.1.20; time@0.3.52; uuid@1.23.4,,No OSV match on audit date; not a safety guarantee
Cargo.lock,serde_derive,1.0.228,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,serde@1.0.228; serde_core@1.0.228,,No OSV match on audit date; not a safety guarantee
Cargo.lock,serde_derive_internals,0.30.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,schemars_derive@1.2.2,,No OSV match on audit date; not a safety guarantee
Cargo.lock,serde_json,1.0.150,Keep,JSON protocol and persisted data representation. Routine patch update; no custom parser.,api@0.1.0; axum@0.8.9; jsonwebtoken@10.4.0; posthog-rs@0.24.0; reqwest@0.12.28; reqwest@0.13.4; schemars@1.2.2; scope-api-contract@0.1.0; scope-cache-contract@0.1.0; scope-cache-domain@0.1.0; scope-cache-service@0.1.0; scope-domain@0.1.0; scope-media-storage@0.1.0; scope-media-worker@0.1.0; scope-postgres@0.1.0; scope-product-analytics@0.1.0; scope-runner-runtime@0.1.0; scope-service-runtime@0.1.0; sea-orm@1.1.20; sea-query-binder@0.7.0; sea-query@0.32.7; sqlx-core@0.8.6; sqlx-macros-core@0.8.6; sqlx-postgres@0.8.6; worker@0.1.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,serde_path_to_error,0.1.20,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,axum@0.8.9,,No OSV match on audit date; not a safety guarantee
Cargo.lock,serde_urlencoded,0.7.1,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,axum@0.8.9; reqwest@0.12.28; sqlx-sqlite@0.8.6,,No OSV match on audit date; not a safety guarantee
Cargo.lock,sha1,0.10.6,Keep,Git object identity requires this algorithm today. First take the maintained 0.10.7 patch; consider 0.11 with the crypto family. Do not confuse a library upgrade with changing repository object format.,api@0.1.0; posthog-rs@0.24.0; scope-domain@0.1.0; sqlx-mysql@0.8.6,,No OSV match on audit date; not a safety guarantee
Cargo.lock,sha1,0.11.0,Keep,Git object identity requires this algorithm today. First take the maintained 0.10.7 patch; consider 0.11 with the crypto family. Do not confuse a library upgrade with changing repository object format.,aws-smithy-checksums@0.65.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,sha2,0.10.9,Keep,"Content integrity, cache IDs and authenticated derivations. Coordinate 0.11 with hmac/AEAD and golden fixtures. Library upgrades must preserve existing byte-level formats.",api@0.1.0; ed25519-dalek@2.2.0; jsonwebtoken@10.4.0; p256@0.13.2; p384@0.13.1; scope-cache-service@0.1.0; scope-domain@0.1.0; scope-git-storage@0.1.0; scope-media-service@0.1.0; scope-media-storage@0.1.0; scope-media-worker@0.1.0; scope-object-store@0.1.0; scope-postgres@0.1.0; scope-repo-router@0.1.0; scope-runner-runtime@0.1.0; sqlx-core@0.8.6; sqlx-macros-core@0.8.6; sqlx-mysql@0.8.6; sqlx-postgres@0.8.6; worker@0.1.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,sha2,0.11.0,Keep,"Content integrity, cache IDs and authenticated derivations. Coordinate 0.11 with hmac/AEAD and golden fixtures. Library upgrades must preserve existing byte-level formats.",aws-sdk-s3@1.144.0; aws-sigv4@1.5.1; aws-smithy-checksums@0.65.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,sharded-slab,0.1.7,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,tracing-subscriber@0.3.23,,No OSV match on audit date; not a safety guarantee
Cargo.lock,shlex,2.0.1,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,cc@1.2.65,,No OSV match on audit date; not a safety guarantee
Cargo.lock,signal-hook-registry,1.4.8,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,tokio@1.52.3,,No OSV match on audit date; not a safety guarantee
Cargo.lock,signature,2.2.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,ecdsa@0.16.9; ed25519@2.2.3; jsonwebtoken@10.4.0; rsa@0.9.10,,No OSV match on audit date; not a safety guarantee
Cargo.lock,simd-adler32,0.3.9,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,miniz_oxide@0.8.9,,No OSV match on audit date; not a safety guarantee
Cargo.lock,simd_cesu8,1.2.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,jni-macros@0.22.4; jni@0.22.4,,No OSV match on audit date; not a safety guarantee
Cargo.lock,simdutf8,0.1.5,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,simd_cesu8@1.2.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,simple_asn1,0.6.4,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,jsonwebtoken@10.4.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,slab,0.4.12,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,futures-util@0.3.32; h2@0.3.27; h2@0.4.19; quinn-proto@0.11.15,,No OSV match on audit date; not a safety guarantee
Cargo.lock,smallvec,1.15.2,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,hyper@1.10.1; icu_normalizer@2.2.0; idna@1.1.0; num-bigint-dig@0.8.6; parking_lot_core@0.9.12; sqlx-core@0.8.6; sqlx-mysql@0.8.6; sqlx-postgres@0.8.6; tracing-subscriber@0.3.23,,No OSV match on audit date; not a safety guarantee
Cargo.lock,socket2,0.5.10,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,hyper-util@0.1.20; hyper@0.14.32; quinn-udp@0.5.14; quinn@0.11.11,,No OSV match on audit date; not a safety guarantee
Cargo.lock,socket2,0.6.4,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,tokio@1.52.3,,No OSV match on audit date; not a safety guarantee
Cargo.lock,spin,0.9.8,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,flume@0.11.1; lazy_static@1.5.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,spin,0.10.1,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,crc-fast@1.10.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,spki,0.7.3,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,ecdsa@0.16.9; pkcs1@0.7.5; pkcs8@0.10.2; rsa@0.9.10,,No OSV match on audit date; not a safety guarantee
Cargo.lock,sqlx,0.8.6,Keep,"Direct use covers session-owned advisory locks, listeners and connection fencing beneath SeaORM. The same 0.8.6 driver is shared; it is not a second unrelated ORM. Update to 0.9 only with SeaORM 2.",scope-postgres@0.1.0; sea-orm-cli@1.1.20; sea-orm@1.1.20; sea-query-binder@0.7.0; sea-schema@0.16.2,,No OSV match on audit date; not a safety guarantee
Cargo.lock,sqlx-core,0.8.6,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,sqlx-macros-core@0.8.6; sqlx-macros@0.8.6; sqlx-mysql@0.8.6; sqlx-postgres@0.8.6; sqlx-sqlite@0.8.6; sqlx@0.8.6,,No OSV match on audit date; not a safety guarantee
