ecosystem,package,declared,locked,observed_latest,decision,reason,manifests,evidence,source
rust,tracing,0.1.44,0.1.44,0.1.44,Keep,Structured service diagnostics. Current version is current. Keep a single logging ecosystem.,api/Cargo.toml; cache-service/Cargo.toml; crates/scope-git-storage/Cargo.toml; crates/scope-postgres/Cargo.toml; crates/scope-product-analytics/Cargo.toml; crates/scope-service-runtime/Cargo.toml; media-service/Cargo.toml; media-worker/Cargo.toml; repo-router/Cargo.toml; worker/Cargo.toml,api/src/app.rs:374; api/src/error.rs:277; api/src/git/cache.rs:184; api/src/git/content.rs:78; api/src/git/http_backend.rs:211; api/src/git/import/artifacts.rs:135; api/src/git/import/repo_io.rs:459; api/src/git/import/segment_upload.rs:25; api/src/git/mod.rs:317; api/src/git/projection_repo.rs:230; api/src/git/repository_engine.rs:152; api/src/git/request_refs.rs:216,https://crates.io/api/v1/crates/tracing
rust,tracing-subscriber,0.3.22,0.3.23,0.3.23,Keep,Centralized runtime log configuration. Existing version is current and used through scope-service-runtime.,api/Cargo.toml; crates/scope-service-runtime/Cargo.toml,api/src/state.rs:144; crates/scope-service-runtime/src/bootstrap.rs:4,https://crates.io/api/v1/crates/tracing-subscriber
rust,ts-rs,12.0.1,12.0.1,12.0.1,Keep,Generates TypeScript declarations from Rust contracts. Optional export feature is appropriate. Keep alongside Schemars/Ajv; static types do not validate network data.,api/Cargo.toml; crates/scope-api-contract/Cargo.toml,api/src/http/responses.rs:90; api/src/http/responses/projections.rs:19; api/src/http/responses/repo_collaboration.rs:13; api/src/http/type_exports.rs:61; crates/scope-api-contract/src/attachments.rs:4; crates/scope-api-contract/src/cli_output.rs:6; crates/scope-api-contract/src/dependencies.rs:4; crates/scope-api-contract/src/error.rs:4; crates/scope-api-contract/src/git_oid.rs:5; crates/scope-api-contract/src/projections.rs:15; crates/scope-api-contract/src/repo_config.rs:14; crates/scope-api-contract/src/request_auto_merge.rs:28,https://crates.io/api/v1/crates/ts-rs
rust,unicode-width,0.2.2,0.2.2,0.2.2,Keep,Terminal column widths for progress and review. Unicode width is not string length. Already required by terminal libraries.,cli/Cargo.toml,cli/src/progress.rs:12; cli/src/review/tui.rs:18; cli/src/review/tui_tests.rs:8,https://crates.io/api/v1/crates/unicode-width
rust,url,2.5.7; 2.5.8,2.5.8,2.5.8,Keep,Parses trust-sensitive origins and URLs. Current version is current. Do not substitute string splitting or regex.,api/Cargo.toml; crates/scope-domain/Cargo.toml; crates/scope-postgres/Cargo.toml; crates/scope-service-runtime/Cargo.toml; media-service/Cargo.toml,api/src/auth/cli.rs:8; api/src/media_grants.rs:62; api/src/workflow_tests/auth.rs:21; api/src/workflow_tests/git_binary.rs:54; api/src/workflow_tests/git_http.rs:450; api/src/workflow_tests/repo_events.rs:78; api/src/workflow_tests/run_resources/read_contract.rs:85; crates/scope-domain/src/repo_metadata.rs:26; crates/scope-postgres/src/db/stores.rs:144; crates/scope-postgres/src/db/test_support.rs:786; crates/scope-postgres/src/local_dev_database.rs:9; crates/scope-service-runtime/src/http/endpoint.rs:1,https://crates.io/api/v1/crates/url
rust,webbrowser,1.0.6,1.2.1,1.2.4,Keep,Cross-platform login browser launching. Update 1.2.1 to 1.2.4 promptly; 1.2.2 fixes argument injection. Retain URL validation and consider its hardened feature.,cli/Cargo.toml,cli/src/login.rs:174,https://crates.io/api/v1/crates/webbrowser
rust,windows-native-keyring-store,1.1.0,1.1.0,1.1.0,Keep,Windows credential storage. Current version is current and defaults are already trimmed.,cli/Cargo.toml,cli/src/auth.rs:203,https://crates.io/api/v1/crates/windows-native-keyring-store
rust,windows-sys,0.61,0.61.2,0.61.2,Keep,Windows job objects and process cleanup. Existing 0.61.2 is current. Do not copy Windows ABI bindings.,cli/Cargo.toml,cli/src/progress/process.rs:229,https://crates.io/api/v1/crates/windows-sys
rust,xmlparser,0.13.6,0.13.6,0.13.6,Keep,Small-object S3 response parsing. Small parser with a narrow purpose. Do not replace XML tokenization with regex; reconsider only if this transport is retired.,crates/scope-object-store/Cargo.toml,crates/scope-object-store/src/s3.rs:352,https://crates.io/api/v1/crates/xmlparser
rust,yaml_serde,0.10.4,0.10.4,0.10.7,Keep,Workflow configuration parser. Update to 0.10.7 and exercise malformed/aliased inputs and parser limits. Handwriting YAML is unjustified.,crates/scope-run-config/Cargo.toml,crates/scope-run-config/src/lib.rs:30,https://crates.io/api/v1/crates/yaml_serde
rust,zstd,0.13.3,0.13.3,0.14.0,Keep,Cache compression. Evaluate 0.14 with cache encode/decode and resource-limit fixtures. Do not reimplement compression.,runner-runtime/Cargo.toml,runner-runtime/src/cache/archive.rs:39; runner-runtime/src/cache/tests.rs:45; runner-runtime/src/workflow.rs:71,https://crates.io/api/v1/crates/zstd
npm,@clerk/tanstack-react-start,^1.4.5,1.4.5,1.5.16,Keep,Authentication/session integration with TanStack Start. Update to 1.5.16 together with framework compatibility checks. Keep Scope authorization rules in the domain; do not build an identity provider.,web/package.json,web/src/clerk-appearance.ts:1; web/src/start.ts:3; web/src/lib/signed-out-clerk.ts:1; web/src/analytics/analytics-root.tsx:1; web/src/components/repo-shell.tsx:14; web/src/routes/-repo-history-actions.ts:11; web/src/routes/$owner.$repo.settings.tsx:27; web/src/routes/cli-login.tsx:24; web/src/routes/index.tsx:9; web/src/routes/$owner.$repo.requests.$requestId.changes.tsx:37; web/src/routes/$owner.$repo._code.index.tsx:43; web/src/routes/account.tsx:17,https://registry.npmjs.org/%40clerk%2Ftanstack-react-start/latest
npm,@fontsource-variable/ibm-plex-sans,5.3.0,5.3.0,5.3.0,Keep,"Self-hosted UI font. Current pin is current. Subset shipped weights/character sets if asset measurements justify it; copying font files changes packaging, not the external dependency.",web/package.json,web/src/styles.css:2,https://registry.npmjs.org/%40fontsource-variable%2Fibm-plex-sans/latest
npm,@fontsource/commit-mono,5.3.0,5.3.0,5.3.0,Keep,Self-hosted code font. Current pin is current. Keep license and asset provenance rather than hiding the dependency by vendoring the same files.,web/package.json,web/src/styles.css:3,https://registry.npmjs.org/%40fontsource%2Fcommit-mono/latest
npm,@pierre/diffs,1.2.11,1.2.11,1.4.3,Keep,"Core code/diff rendering, highlighting and worker integration. Evaluate 1.4.3 with existing worker-bundle and visual checks. Do not reimplement the main review renderer.",web/package.json,web/src/features/review/review-file-diff-render-worker.ts:1,https://registry.npmjs.org/%40pierre%2Fdiffs/latest
npm,@radix-ui/react-alert-dialog,^1.1.17,1.1.17,1.1.23,Keep,"Destructive action dialogs need focus trapping, restoration and keyboard behavior. Update with the other Radix packages.",web/package.json,web/src/components/ui/alert-dialog.tsx:4,https://registry.npmjs.org/%40radix-ui%2Freact-alert-dialog/latest
npm,@radix-ui/react-dialog,1.1.17,1.1.17,1.1.23,Keep,"Drawers, invitations and attachment previews use it. A native dialog migration is a UI project, not a free dependency deletion.",web/package.json,web/src/features/requests/request-activity-drawer.tsx:10; web/src/features/requests/request-attachment-media.tsx:8; web/src/features/repo-detail/repo-invite-dialog.tsx:9,https://registry.npmjs.org/%40radix-ui%2Freact-dialog/latest
npm,@radix-ui/react-slot,^1.3.0,1.3.0,1.3.3,Keep,Button asChild composition merges handlers/refs. Tiny and shared with other Radix primitives. Removing it alone does not remove the underlying graph.,web/package.json,web/src/components/ui/button.tsx:3,https://registry.npmjs.org/%40radix-ui%2Freact-slot/latest
npm,@radix-ui/react-switch,^1.3.1,1.3.1,1.3.7,Keep,"Repository permission controls. Native checkbox is a possible later UI simplification, but current keyboard/form behavior is useful and only two exclusive lock entries are at stake.",web/package.json,web/src/components/ui/switch.tsx:4,https://registry.npmjs.org/%40radix-ui%2Freact-switch/latest
npm,@radix-ui/react-toggle-group,^1.1.13,1.1.13,1.1.19,Keep,History and preview/source segmented choices use keyboard and selection semantics. Update with Radix; do not silently change them to unrelated buttons.,web/package.json,web/src/components/ui/toggle-group.tsx:4,https://registry.npmjs.org/%40radix-ui%2Freact-toggle-group/latest
npm,@radix-ui/react-tooltip,^1.2.10,1.2.10,1.2.16,Keep,Copy controls use accessible hover/focus tooltips. Keep with Radix and verify focus/escape behavior after updates.,web/package.json,web/src/components/ui/tooltip.tsx:4,https://registry.npmjs.org/%40radix-ui%2Freact-tooltip/latest
npm,@tailwindcss/vite,^4.3.1,4.3.1,4.3.3,Keep,Required build integration. Move declaration to devDependencies with tailwindcss; that reclassification alone removes no lock entries. Upgrade both to 4.3.3.,web/package.json,,https://registry.npmjs.org/%40tailwindcss%2Fvite/latest
npm,@tanstack/react-router,^1.170.16,1.170.16,1.170.39,Keep,"Route definitions, navigation and generated routing. Update to 1.170.39 with Start and Clerk as a tested set.",web/package.json,web/src/router.tsx:1; web/src/routeTree.gen.ts:319; web/src/analytics/analytics-root.tsx:2; web/src/components/markdown-link.tsx:1; web/src/components/repo-primary-action.tsx:2; web/src/components/route-error-page.tsx:5; web/src/components/application-menu.tsx:1; web/src/components/repo-shell.tsx:15; web/src/components/route-not-found-page.tsx:3; web/src/components/application-topbar.tsx:2; web/src/components/repository-route-pending.tsx:10; web/src/routes/$owner.$repo.requests.$requestId.tsx:42,https://registry.npmjs.org/%40tanstack%2Freact-router/latest
npm,@tanstack/react-start,^1.168.26,1.168.26,1.168.58,Keep,SSR and server functions are embedded in the app. Update to 1.168.58 with Nitro/Clerk tests. No framework rewrite solely to shrink package count.,web/package.json,web/src/client.tsx:1; web/src/routeTree.gen.ts:601; web/src/start.ts:4; web/src/routes/$owner.$repo.requests.$requestId.tsx:43; web/src/routes/-repo-activity-actions.ts:3; web/src/routes/$owner.$repo.runs.$runId.tsx:15; web/src/routes/$owner.$repo.tsx:23; web/src/routes/-repo-history-actions.ts:9; web/src/routes/$owner.$repo.settings.tsx:39; web/src/routes/-repo-dependency-actions.ts:3; web/src/routes/invites.$token.tsx:11; web/src/routes/-request-workspace-actions.ts:5,https://registry.npmjs.org/%40tanstack%2Freact-start/latest
npm,@types/node,^22.5.4,22.19.21,26.6.2,Keep,Align to maintained 24.x because Node runtime is 24. Current 22.x mismatches the runtime. Do not take registry latest 26.x blindly. Revisit the undici-types trust-policy exception afterward.,web/package.json,,https://registry.npmjs.org/%40types%2Fnode/latest
npm,@types/react,^19.0.8,19.2.17,19.3.0,Keep,Update with React 19.3. Static type declarations are build-time dependencies.,web/package.json,,https://registry.npmjs.org/%40types%2Freact/latest
npm,@types/react-dom,^19.0.3,19.2.3,19.3.0,Keep,Update with React DOM 19.3 and matching React types.,web/package.json,,https://registry.npmjs.org/%40types%2Freact-dom/latest
npm,@vitejs/plugin-react,^6.0.1,6.0.2,6.1.1,Keep,JSX development/build integration and refresh. Update to 6.1.1 with Vite and framework compatibility tests.,web/package.json,,https://registry.npmjs.org/%40vitejs%2Fplugin-react/latest
npm,ajv,8.20.0,8.20.0,8.20.0,Keep,Compiles runtime API validators from exported JSON Schema. Current direct version is current; update affected fast-uri through its allowed range. Do not handwrite validators for every response.,web/package.json,web/scripts/generate-api-contract.mjs:6,https://registry.npmjs.org/ajv/latest
npm,class-variance-authority,^0.7.1,0.7.1,0.7.1,Rewrite,Only a few local style variant definitions need it. Replace those with typed class maps/functions using existing clsx. Saves one exclusive package; preserve the generated classes and variant types.,web/package.json,web/src/components/ui/badge.tsx:2; web/src/components/ui/alert.tsx:2; web/src/components/ui/toggle-group.tsx:5; web/src/components/ui/button-variants.ts:1; web/src/components/ui/button.tsx:2,https://registry.npmjs.org/class-variance-authority/latest
npm,clsx,^2.1.1,2.1.1,2.1.1,Keep,"Small, shared class-list utility. Reimplementing it yields little and other libraries still use it.",web/package.json,web/src/lib/utils.ts:1,https://registry.npmjs.org/clsx/latest
npm,dependency-cruiser,18.2.0,18.2.0,18.4.0,Rewrite,"Medium-effort candidate: Scope already walks the TypeScript AST. A narrow resolver using the existing TypeScript 6 API could replace the second parser/graph pass. Preserve aliases, package exports/imports, JS modes, missing-target reporting and sandbox boundaries. Keep until equivalent fixtures pass; Node and TypeScript remain.",dependency-analyzer/package.json,dependency-analyzer/src/constants.mjs:1; dependency-analyzer/src/cruiser.mjs:4; dependency-analyzer/test/fixtures/static/src/public/external.ts:3,https://registry.npmjs.org/dependency-cruiser/latest
npm,dompurify,^3.4.14,3.4.14,3.4.15,Keep,Sanitizes SVG/HTML in diff and Mermaid rendering. Upgrade direct and nested eligible copies to 3.4.15 for XML clobbering hardening. Do not write a sanitizer.,web/package.json,web/src/features/requests/request-mermaid-renderer.ts:1; web/src/features/review/review-file-diff-drawer.tsx:18,https://registry.npmjs.org/dompurify/latest
npm,github-slugger,2.0.0,2.0.0,2.0.0,Keep,Repository Markdown heading/fragment behavior. Shared with rehype-slug and handles punctuation/Unicode conventions. Keep both fragment generation and headings aligned.,web/package.json,web/src/components/repository-markdown.ts:1,https://registry.npmjs.org/github-slugger/latest
npm,konsistent,1.0.0-beta.1,1.0.0-beta.1,1.0.0-beta.9,Rewrite,"Only two configured export/naming conventions are used. Add those checks to existing TypeScript-based architecture scripts, then remove this CLI and its five exclusive snapshots, including a separate TypeScript 5.9.3.",web/package.json,,https://registry.npmjs.org/konsistent/latest
npm,lucide-react,^0.562.0,0.562.0,1.47.0,Keep,Consistent icon set with many consumers. Evaluate 1.47.0 separately for export/name changes; a major update is lower priority than fixes. Vendoring every SVG still leaves upstream ownership.,web/package.json,web/src/components/workspace-tab-strip.tsx:2; web/src/components/destructive-action-dialog.tsx:11; web/src/components/repo-primary-action.tsx:3; web/src/components/route-error-page.tsx:6; web/src/components/page-error-alert.tsx:3; web/src/components/visibility-badge.tsx:5; web/src/components/navigation-search.tsx:1; web/src/components/theme-toggle.tsx:3; web/src/components/application-menu.tsx:2; web/src/components/route-not-found-page.tsx:4; web/src/components/repository-html-mode-toggle.tsx:1; web/src/components/file-system-tree.tsx:12,https://registry.npmjs.org/lucide-react/latest
npm,mdast-util-from-markdown,2.0.3,2.0.3,2.0.3,Keep,"Attachment extraction needs parsed Markdown syntax, not regex. It is already part of the react-markdown ecosystem, so deletion saves little.",web/package.json,web/src/features/requests/request-attachment-reference.ts:1,https://registry.npmjs.org/mdast-util-from-markdown/latest
npm,mermaid,12.0.0,12.0.0,12.0.0,Keep,"Keep while rendered diagrams remain a product feature. Already lazy loaded and cached. If diagrams are dispensable, delete the feature and show code blocks; 116 exclusive lock snapshots can go. Do not write a diagram language/layout engine.",web/package.json,web/src/features/requests/request-attachment-context.tsx:22; web/src/features/requests/request-mermaid-block.tsx:10; web/src/features/requests/request-discussion-markdown.tsx:7; web/src/features/requests/request-session-boundary.tsx:8; web/src/features/requests/request-mermaid-resource.ts:6; web/src/features/requests/request-mermaid-renderer.ts:6,https://registry.npmjs.org/mermaid/latest
npm,motion,^12.42.2,12.42.2,13.4.1,Rewrite,"One discussion collapse/expand animation uses it. Use CSS or Web Animations plus prefers-reduced-motion, preserving inert/focus and close-composer completion behavior. Removes four exclusive lock snapshots.",web/package.json,web/src/styles.css:80; web/src/features/requests/request-workspace-sidebar.tsx:277; web/src/features/requests/request-discussion-workbench.tsx:7; web/src/features/requests/request-workspace-sidebar.css:401; web/src/features/requests/request-discussion-thread.tsx:11; web/src/features/marketing/repository-projection.css:150; web/src/features/marketing/marketing-landing-page.css:50; web/src/features/marketing/contribution-flow.css:276,https://registry.npmjs.org/motion/latest
npm,nitro,^3.0.260311-beta,3.0.260311-beta,3.0.260903-beta,Keep,"Hosts SSR output and five server plugins. Update dated March beta to tested 3.0.260903-beta; known routeRules issues were fixed in 3.0.260429-beta. Current project has no matching wildcard routeRules, so version matches are not demonstrated exploits.",web/package.json,web/src/server/compress-responses.ts:1; web/src/server/pagent-invalid-api-response.ts:5; web/src/server/readiness-endpoint.ts:1; web/src/server/analytics-endpoint.ts:1; web/src/server/secure-responses.ts:1,https://registry.npmjs.org/nitro/latest
npm,pagent,file:vendor/pagent-v0.1.0-47b796c.tgz,file:vendor/pagent-v0.1.0-47b796c.tgz,local tarball,Delete,"Default recommendation is to retire the single staging-only invalid-response reporting integration and retain structured diagnostics. It has zero package dependencies. If remote encrypted investigations are required, keep the SDK rather than copying its transport/crypto.",web/package.json,web/src/server/pagent-invalid-api-response.ts:6; web/scripts/check-observer-boundary.mjs:19,web/vendor/pagent-v0.1.0-47b796c.tgz
npm,playwright,1.61.1,1.61.1,1.63.0,Keep,"Browser smoke tests and visual verification. Upgrade to 1.63.0 only with the matching browser install/revision, checks image and worker tests. Do not maintain a browser driver.",web/package.json,,https://registry.npmjs.org/playwright/latest
npm,posthog-js,1.417.1,1.417.1,1.434.11,Rewrite,"Scope disables most SDK features and owns event/privacy policy already. Replace event-only delivery with a bounded fetch/sendBeacon adapter if identity, logout clearing, DNT, batching and loss behavior can be preserved. Removes ten exclusive snapshots before replacement costs.",web/package.json,web/src/analytics/bootstrap.ts:2; web/src/analytics/client-identity.ts:1; web/src/analytics/privacy.ts:1; web/src/analytics/analytics-root.tsx:3,https://registry.npmjs.org/posthog-js/latest
npm,react,^19.0.0,19.2.7,19.3.0,Keep,"Core UI runtime. Update React, React DOM and their type packages together to 19.3.0 after SSR/hydration tests. No rewrite.",web/package.json,web/src/router.tsx:1; web/src/clerk-appearance.ts:1; web/src/client.tsx:1; web/src/routeTree.gen.ts:319; web/src/start.ts:3; web/src/lib/use-pending-actions.ts:1; web/src/lib/home-flash.ts:1; web/src/lib/use-theme-type.ts:1; web/src/lib/use-unix-clock.ts:1; web/src/lib/use-cached-resource.ts:1; web/src/lib/signed-out-clerk.ts:1; web/src/lib/use-hydrated.ts:1,https://registry.npmjs.org/react/latest
npm,react-doctor,^0.5.8,0.5.8,0.9.14,Delete,"Replace the mandatory broad CLI with a smaller explicit set of Hooks and architecture checks, then remove it. It uniquely retains 228 snapshots. Existing boundary scripts are not complete replacements; retain required lint behavior and supply-chain checks before removal.",web/package.json,web/src/routes/licenses.tsx:2; web/src/features/requests/request-attachment-media.tsx:135,https://registry.npmjs.org/react-doctor/latest
npm,react-dom,^19.0.0,19.2.7,19.3.0,Keep,Browser rendering and SSR partner to React. Keep exact resolved versions aligned.,web/package.json,web/src/client.tsx:2,https://registry.npmjs.org/react-dom/latest
npm,react-markdown,^10.1.0,10.1.0,10.1.0,Keep,Safe Markdown-to-React rendering with custom components. Current version is current. Avoid handwritten Markdown parsing/rendering.,web/package.json,web/src/components/safe-markdown.tsx:2; web/src/components/markdown-components.tsx:3; web/src/features/requests/request-discussion-markdown.tsx:6,https://registry.npmjs.org/react-markdown/latest
npm,rehype-slug,6.0.0,6.0.0,6.0.0,Keep,"Small, tested heading plugin with one renderer integration. Three exclusive snapshots are not enough to justify maintaining AST traversal and heading-text behavior.",web/package.json,web/src/components/repository-markdown-renderer.tsx:2,https://registry.npmjs.org/rehype-slug/latest
npm,remark-gfm,^4.0.1,4.0.1,4.0.1,Keep,"Tables, task lists, autolinks and other expected repository Markdown behavior. Current version is current; no local parser rewrite.",web/package.json,web/src/components/safe-markdown.tsx:3,https://registry.npmjs.org/remark-gfm/latest
npm,sonner,^2.0.7,2.0.7,2.0.8,Keep,"Toast delivery, announcements and interaction lifecycle. Patch update to 2.0.8. A custom notification manager would be more code for little reduction.",web/package.json,web/src/components/copyable-code-block.tsx:11; web/src/routes/account.tsx:23; web/src/routes/__root.tsx:12; web/src/features/requests/use-request-attention-actions.ts:6; web/src/features/requests/request-detail-header.tsx:7; web/src/features/repo-detail/repo-invite-list.tsx:11; web/src/features/repo-detail/repo-invite-dialog.tsx:12,https://registry.npmjs.org/sonner/latest
npm,tailwind-merge,^3.6.0,3.6.0,3.7.0,Keep,Resolves utility-class conflicts in shared cn helper. Dropping it changes class override behavior. Update to 3.7.0 with Tailwind; replacing it with join is incorrect.,web/package.json,web/src/lib/utils.ts:2,https://registry.npmjs.org/tailwind-merge/latest
npm,tailwindcss,^4.3.1,4.3.1,4.3.3,Keep,Styling compiler throughout the app. Move to devDependencies and update with its Vite plugin. Rewriting CSS across the product is poor cleanup scope.,web/package.json,web/src/styles.css:1,https://registry.npmjs.org/tailwindcss/latest
npm,typescript,6.0.2; ^6.0.2,6.0.2; 6.0.3,7.0.2,Keep,"Keep the 6.x compiler API for analyzer and web architecture scripts. Registry 7.0.2 has no stable programmatic API. A separate native checker trial is possible, but it adds tooling and does not remove 6.x.",dependency-analyzer/package.json; web/package.json,web/src/features/review/review-file-diff-render-worker.ts:21; web/scripts/resource-boundary.mjs:1; dependency-analyzer/src/source-scan.mjs:3; dependency-analyzer/src/config.mjs:3,https://registry.npmjs.org/typescript/latest
npm,vite,^8.0.14,8.0.16,8.3.0,Keep,"App build and SSR diff worker bundling. Update to 8.3.0 as a coordinated framework change, and refresh affected PostCSS/nanoid dependencies. Do not write a bundler.",web/package.json,web/src/routeTree.gen.ts:20; web/src/analytics/routes.ts:25; web/src/routes/$owner.$repo.settings.tsx:2; web/src/routes/invites.$token.tsx:1; web/src/api/request-inputs.ts:221; web/src/api/types.generated.ts:17; web/src/api/repo-settings.ts:3; web/src/api/types.ts:119; web/src/api/validators.generated.ts:22; web/src/api/repo-inputs.ts:2; web/src/features/requests/request-actions-api.ts:8; web/src/features/requests/request-details.tsx:6,https://registry.npmjs.org/vite/latest
npm,web-vitals,5.3.0,5.3.0,6.2.2,Keep,LCP/INP/CLS measurement in diagnostics. Keep 5.x while tied to the current analytics integration; assess 6.2.2 API changes separately. Measurements are harder than a simple observer wrapper.,web/package.json,web/src/analytics/diagnostics.ts:1,https://registry.npmjs.org/web-vitals/latest
python,PyYAML,6.0.3,6.0.3 direct pin; transitive closure unpinned,6.0.3,Keep,"Keep YAML parsing for licensing, infrastructure and recovery. Current pin is current; use safe_load. Add a resolved dependency lock with hashes for Python tooling.",deploy/aws/recovery/requirements.txt; dev/licensing/requirements.txt,deploy/aws/recovery,https://pypi.org/pypi/PyYAML/json
python,boto3,1.43.94,1.43.94 direct pin; transitive closure unpinned,1.43.100,Keep,Keep AWS recovery and broker API handling. Update pinned recovery tools to 1.43.100 with matching botocore; package the Lambda dependency explicitly if deterministic SDK versions are needed.,deploy/aws/recovery/requirements.txt,deploy/aws/recovery,https://pypi.org/pypi/boto3/json
python,psycopg,3.3.5,3.3.5 direct pin; transitive closure unpinned,3.3.6,Keep,Keep recovery database access; patch to 3.3.6. Do not replace it with subprocess psql everywhere. Binary extra is a packaging choice with bundled native libraries.,deploy/aws/recovery/requirements.txt,deploy/aws/recovery,https://pypi.org/pypi/psycopg/json
python,cryptography,50.0.1,50.0.1 direct pin; transitive closure unpinned,50.0.1,Keep,Keep cross-language validation/decryption of persisted recovery objects. Current pin is current. Never implement AEAD locally.,deploy/aws/recovery/requirements.txt,deploy/aws/recovery,https://pypi.org/pypi/cryptography/json
